楷書編號	釋義	部首	字體編號
3285	《說文》：“跟，足踵也。从足，㫐聲。𣥦，跟或从止。”	說文‧足部	&27.8DDF;
9668	《說文》：“跽，長跪也。从足，忌聲。”	說文‧足部	&27.8DFD;
9674	《說文》：“跾，疾也，長也。从足，攸聲。”	說文‧足部	&27.8DFE;
9669	《說文》：“踊，跳也。从足，甬聲。”	說文‧足部	&27.8E0A;
9676	《說文》：“踄，蹈也。从足，步聲。”	說文‧足部	&27.8E04;
49710	《說文》：“䟴，動也。从足，辰聲。”	說文‧足部	&27.E1C2;
49714	《說文》：“䟺，步行獵跋也。从足，貝聲。”	說文‧足部	&27.E1C7;
49733	《說文》：“䟸，脛肉也。一曰曲脛也。从足，𢌳聲。讀若逵。”	說文‧足部	&27.E1C9;
9186	《說文》：“嘂，高聲也。一曰大呼也。从㗊，丩聲。《春秋公羊傳》曰：‘魯昭公叫然而哭。’”	說文‧㗊部	&27.5602;
43148	《說文》：“𦧥，歠也。从舌，沓聲。”	說文‧舌部	&27.E1DC;
43146	《說文》：“舓，以舌取食也。从舌，易聲。𦧇，舓或从也。”	說文‧舌部	&27.EC52;
45878	《說文》：“𦱠，艸之相丩者。从茻，从丩，丩亦聲。”	說文‧丩部	&27.E1E3;
9182	《說文》：“嘏，大、遠也。从古，叚聲。”	說文‧古部	&27.560F;
3669	《說文》：“語，論也。从言，吾聲。”	說文‧言部	&27.8A9E;
3667	《說文》：“誦，諷也。从言，甬聲。”	說文‧言部	&27.8AA6;
3677	《說文》：“誨，曉教也。从言，每聲。”	說文‧言部	&27.8AA8;
24584	《說文》：“謨，議謀也。从言，莫聲。《虞書》曰：‘咎繇謨。’𠻚，古文謨从口。”	說文‧言部	&27.8B28;
3672	《說文》：“誡，敕也。从言，戒聲。”	說文‧言部	&27.8AA1;
9653	《說文》：“誋，誡也。从言，忌聲。”	說文‧言部	&27.8A8B;
3676	《說文》：“誥，告也。从言，告聲。𧧙，古文誥。”	說文‧言部	&27.8AA5;
3673	《說文》：“誓，約束也。从言，折聲。”	說文‧言部	&27.8A93;
51766	《說文》：“誎，餔旋促也。从言，束聲。”	說文‧言部	&27.E1F3;
3675	《說文》：“說，說釋也。从言、兌。一曰談說。”	說文‧言部	&27.8AAA;
3263	《說文》：“䛡，合會善言也。从言，𠯑聲。《傳》曰：‘告之話言。’譮，籀文䛡从會。”	說文‧言部	&27.8A71;
4031	《說文》：“誼，人所宜也。从言，从宜，宜亦聲。”	說文‧言部	&27.8ABC;
51789	《說文》：“誐，嘉善也。从言，我聲。《詩》曰：‘誐以溢我。’”	說文‧言部	&27.E1F6;
3681	《說文》：“誧，大也。一曰人相助也。从言，甫聲。讀若逋。”	說文‧言部	&27.8AA7;
21071	《說文》：“𧧹，待也。从言，伿聲。讀若䭆。”	說文‧言部	&27.E1FA;
51795	《說文》：“𧧻，慙語也。从言，作聲。”	說文‧言部	&27.E1FD;
3679	《說文》：“誑，欺也。从言，狂聲。”	說文‧言部	&27.8A91;
3670	《說文》：“誣，加也。从言，巫聲。”	說文‧言部	&27.8AA3;
9656	《說文》：“誖，亂也。从言，孛聲。悖，誖或从心。𢨋，籀文誖从二或。”	說文‧言部	&27.8A96;
3674	《說文》：“誤，謬也。从言，吳聲。”	說文‧言部	&27.8AA4;
9654	《說文》：“誒，可惡之辭。从言，矣聲。一曰誒然。《春秋傳》曰：‘誒誒出出。’”	說文‧言部	&27.8A92;
51803	《說文》：“譀，誕也。从言，敢聲。𧧴，俗譀从忘。”	說文‧言部	&27.8B40;
51748	《說文》：“詪，眼戾也。从言，𥃩聲。”	說文‧言部	&27.E210;
51800	《說文》：“訟，爭也。从言，公聲。曰謌訟。䛦，古文訟。”	說文‧言部	&27.8A1F;
9266	《說文》：“訴，告也。从言，厈省聲。《論語》曰：‘訴子路於季孫。’𧪜，訴或从言、朔。愬，訴或从朔、心。”	說文‧言部	&27.8A34;
3680	《說文》：“譙，嬈譊也。从言，焦聲。讀若嚼。誚，古文譙从肖。《周書》曰：‘亦未敢誚公。’”	說文‧言部	&27.8B59;
3668	《說文新附》：“誌，記誌也。从言，志聲。”	說文‧言部	&27.8A8C;
51808	《說文》：“誩，競言也。从二言，讀若競。”	說文‧誩部	&27.F0DB;
3738	《說文》：“韶，虞舜樂也。《書》曰：‘簫韶九成，鳳皇來儀。’从音，召聲。”	說文‧音部	&27.97F6;
3439	《說文》：“𡭊，譍無方也。从丵，从口，从寸。對，或从土。”	說文‧丵部	&27.F341;
3439	《說文》：“𡭊，譍無方也。从丵，从口，从寸。對，或从土。”	說文‧丵部	&27.F341;
3378	《說文》：“僕，給事者。从人，从菐，菐亦聲。䑑，古文从臣。”	說文‧菐部	&27.50D5;
21305	《說文》：“𠔯，賦事也。从菐，从八，八，分之也，八亦聲。讀若頒。一曰讀若非。”	說文‧菐部	&27.E22F;
315	《說文》：“共，同也。从廿、廾。𦱹，古文共。”	說文‧共部	&27.5171;
315	《說文》：“共，同也。从廿、廾。𦱹，古文共。”	說文‧共部	&27.5171;
23828			
3628	《說文》：“與，黨與也。从舁，从与。𢌱，古文與。”	說文‧舁部	&27.8207;
3628	《說文》：“與，黨與也。从舁，从与。𢌱，古文與。”	說文‧舁部	&27.8207;
48885	《說文》：“䢅，早昧爽也。从𦥑，从辰。辰，時也，辰亦聲。𠃨夕為𡖊，𦥑辰為䢅，皆同意。”	說文‧䢅部	&27.F39A;
9741	《說文》：“鞄，柔革工也。从革，包聲。讀若朴。《周禮》曰：‘柔皮之工，鮑氏。’ 鞄即鮑也。”	說文‧革部	&27.9784;
3736	《說文》：“靼，柔革也。从革，从旦聲。𩍕，古文靼从亶。”	說文‧革部	&27.977C;
9738	《說文》：“鞀，鞀遼也。从革，召聲。鞉，鞀或从兆；𪔛，鞀或从鼓，从兆；㲈，籀文鞀，从殸、召。”	說文‧革部	&27.9780;
9737	《說文》：“鞃，車軾也。从革，弘聲。《詩》曰：‘鞹鞃淺幭。’讀若穹。”	說文‧革部	&27.9783;
54728	《說文》：“䩛，車束也。从革，必聲。”	說文‧革部	&27.E251;
9742	《說文》：“鞁，車駕具也。从革，皮聲。”	說文‧革部	&27.9781;
54709	《說文》：“䩞，鞌飾。从革，占聲。”	說文‧革部	&27.E25F;
3737	《說文》：“鞅，頸靼也。从革，央聲。”	說文‧革部	&27.9785;
54727	《說文》：“𩉺，馬尾駝也。从革，它聲。今之般緧。”	說文‧革部	&27.E264;
57709	《說文》：“䰙，三足鍑也。一曰滫米器也。从鬲，支聲。”	說文‧鬲部	&27.E269;
3745	《說文》：“𩱓，粉餅也。从𩰲，耳聲。餌，𩱓或从食，耳聲。”	說文‧䰜部	&27.E279;
56943	《說文》：“𩰎，試力士錘也。从鬥，从戈，或从戰省。”	說文‧鬥部	&27.E289;
50898	《說文》：“及，逮也。从又，从人。乁，古文及，《秦刻石》及如此。𢎜，亦古文及。𨕤，亦古文及。”	說文‧又部	&27.53CA;
61498	《說文》：“𢄥，習也。从𦘒，㣇聲。𨽼，籀文𢄥。肄，篆文𢄥。”	說文‧𦘒部	&27.EDBD;
61498	《說文》：“𢄥，習也。从𦘒，㣇聲。𨽼，籀文𢄥。肄，篆文𢄥。”	說文‧𦘒部	&27.EDBD;
3599	《說文》：“緊，纏絲急也。从臤，从絲省。”	說文‧臤部	&27.7DCA;
3626	《說文》：“臧，善也。从臣，戕聲。𡒥，籀文。”	說文‧臣部	&27.81E7;
9369	《說文》：“毄，相擊中也。如車相擊，故从殳，从軎。”	說文‧殳部	&27.6BC4;
9368	《說文》：“毃，擊頭也。从殳，高聲。”	說文‧殳部	&27.6BC3;
35812	《說文》：“𣪯，擊空聲也。从殳，宮聲。”	說文‧殳部	&27.E2A8;
9454	《說文新附》：“皸，足坼也。从皮，軍聲。”	說文‧皮部	&27.76B8;
31061	《說文》：“㼱，柔韋也。从北，从皮省，从敻省。讀若耎。一曰若嶲。𡰺，古文㼱；𤭀，籀文㼱从敻省。”	說文‧㼱部	&27.F39D;
3453	《說文》：“徹，通也。从彳，从攴，从育。𢖉，古文徹。”	說文‧攴部	&27.5FB9;
3453	《說文》：“徹，通也。从彳，从攴，从育。𢖉，古文徹。”	說文‧攴部	&27.5FB9;
3618	《說文》：“肇，擊也。从攴，肈省聲。”	說文‧攴部	&27.8087;
31469	《說文》：“𢾭，𢻱也。从攴，尃聲。《周書》曰：‘用𢾭遺後人。’”	說文‧攴部	&27.E2B8;
9316	《說文》：“敱，有所治也。从攴，豈聲。”	說文‧攴部	&27.6573;
31463	《說文》：“𢾫，剌也。从攴，蚩聲。”	說文‧攴部	&27.E2C8;
3477	《說文》：“敲，橫擿也。从攴，高聲。”	說文‧攴部	&27.6572;
2152	《說文》：“教，上所施下所效也。从攴，从𡥉。𧧿，古文教；𤕝，亦古文教。”	說文‧教部	&27.6559;
2152	《說文》：“教，上所施下所效也。从攴，从𡥉。𧧿，古文教；𤕝，亦古文教。”	說文‧教部	&27.6559;
2152	《說文》：“教，上所施下所效也。从攴，从𡥉。𧧿，古文教；𤕝，亦古文教。”	說文‧教部	&27.6559;
2079	《說文》：“庸，用也。从用，从庚。庚，更事也。《易》曰：‘先庚三日。’”	說文‧用部	&27.5EB8;
3541	《說文》：“爾，麗爾，猶靡麗也。从冂，从㸚，其孔㸚；尒聲。此與爽同意。”	說文‧㸚部	&27.723E;
38745	《說文》：“䁔，大目也。从目，爰聲。”	說文‧目部	&27.E2E5;
38758	《說文》：“睴，大目出也。从目，軍聲。”	說文‧目部	&27.E2E6;
38733	《說文》：“𥈆，低目視也。从目，冒聲。《周書》曰：‘武王惟𥈆。’”	說文‧目部	&27.E2EC;
3561	《說文》：“睽，目不相聽也。从目，癸聲。”	說文‧目部	&27.777D;
23049	《說文》：“睦，目順也。从目，坴聲。一曰敬和也。𡻲，古文眭。”	說文‧目部	&27.7766;
9460	《說文》：“瞀，氐目謹視也。从目，敄聲。”	說文‧目部	&27.7780;
9456	《說文》：“睼，迎視也。从目，是聲。讀若珥瑱之瑱。”	說文‧目部	&27.777C;
38762	《說文》：“䁊，短深目皃。从目，𥄗聲。”	說文‧目部	&27.E300;
2279	《說文》：“眷，顧也。从目，聲。《詩》曰：‘乃眷西顧。’”	說文‧目部	&27.7737;
3563	《說文》：“睡，坐寐也。从目、垂。”	說文‧目部	&27.7761;
38721	《說文》：“䁍，目陷也。从目，咸聲。”	說文‧目部	&27.E308;
10045	《說文》：“𥈟，無目也。从目，叜聲。”	說文‧目部	&27.778D;
9458	《說文》：“瞂，盾也。从盾，犮聲。”	說文‧盾部	&27.7782;
40118	《說文》：“𤾊，詞也。从白，𢏚聲。𢏚與疇同。《虞書》曰：‘帝曰𤾊咨。’”	說文‧𦣹部	&27.E30F;
3757	《說文》：“鼻，引气自畀也。从自、畀。”	說文‧鼻部	&27.9F3B;
3615	《說文》：“翟，山雉尾長者。从羽，从隹。”	說文‧羽部	&27.7FDF;
3614	《說文》：“翡，赤羽雀也。出鬱林。从羽，非聲。”	說文‧羽部	&27.7FE1;
3613	《說文》：“翠，青羽雀也，出鬱林。从羽，卒聲。”	說文‧羽部	&27.7FE0;
9545	《說文》：“翥，飛舉也。从羽，者聲。”	說文‧羽部	&27.7FE5;
9544	《說文》：“翣，棺羽飾也。天子八，諸侯六，大夫四，士二。下垂。从羽，妾聲。”	說文‧羽部	&27.7FE3;
3734	《說文》：“雒，鵋䳢也。从隹，各聲。”	說文‧隹部	&27.96D2;
8453	《說文》：“雃，石鳥，一名雝𪆫，一曰精𠛱。从隹，幵聲。《春秋傳》秦有士雃。”	說文‧隹部	&27.96C3;
52897	《說文》：“雐，鳥也。从隹，虍聲。”	說文‧隹部	&27.F647;
58126	《說文》：“𨾊，鳥肥大𨾊𨾊也。从隹，工聲。䲨，𨾊或从鳥。”	說文‧隹部	&27.E329;
3733	《說文》：“雌，鳥母也。从隹，此聲。”	說文‧隹部	&27.96CC;
3420	《說文》：“𡙜，手持隹失之也。从又，从㚝。”	說文‧奞部	&27.596A;
46073	《說文》：“蒦，規蒦，商也。从又持雈。一曰，視遽皃；一曰，蒦，度也。彠，蒦或从尋。尋亦度也。《楚詞》曰：‘求矩彠之所同。’”	說文‧雈部	&27.F5C5;
44994	《說文》：“䍴，羊相𦎸也。从羊，委聲。”	說文‧羊部	&27.E335;
3755	《說文》：“鳳，神鳥也。天老曰：鳳之象也，鴻前麐後，蛇頸魚尾，鸛顙鴛思，龍文虎背，燕頷雞喙，五色備舉。出於東方君子之國，翺翔四海之外，過崐崘，飲砥柱，濯羽弱水，莫宿風穴，見則天下大安寧。从鳥，凡聲。𠤈，古文鳳，象形。鳳飛羣鳥從以萬數，故以為朋黨字。𪆍，亦古文鳳。”	說文‧鳥部	&27.9CF3;
52899	《說文》：“鵒，鴝鵒也。从鳥，谷聲。古者鴝鵒不踰泲。𩀑，鵒或从隹、从臾。”	說文‧鳥部	&27.9D52;
3753	《說文》：“鳴，鳥聲也。从鳥，从口。”	說文‧鳥部	&27.9CF4;
1745	《說文》：“烏，孝鳥也。象形。孔子曰：‘烏，𥃳呼也。’取其助气，故以為烏呼。𤚶，古文烏，象形。於，象古文烏省。”	說文‧烏部	&27.70CF;
1745	《說文》：“烏，孝鳥也。象形。孔子曰：‘烏，𥃳呼也。’取其助气，故以為烏呼。𤚶，古文烏，象形。於，象古文烏省。”	說文‧烏部	&27.70CF;
3756	《說文》：“麼，細也，从幺麻聲。”	說文‧幺部	&27.9EBC;
9446	《說文》：“疐，礙不行也。从叀，引而止之也。叀者，如叀馬之鼻。从冂，此與牽同意。”	說文‧叀部	&27.7590;
22610	《說文》：“㕡，溝也。从𣦼，从谷。讀若郝。壑，㕡或从土。”	說文‧𣦼部	&27.F4BA;
49152	《說文》：“㕢，𣦼探堅意也。从𣦼，从貝。貝，堅寳也。”	說文‧𣦼部	&27.EBE6;
3562	《說文》：“叡，深明也；通也。从𣦼，从目，从谷省。睿，古文叡。壡，籀文叡从土。”	說文‧𣦼部	&27.53E1;
9366	《說文》：“殟，胎敗也。从歺，𥁕聲。”	說文‧歹部	&27.6B9F;
23183	《說文》：“殪，死也。从歺，壹聲。𣩉，古文殪从死。”	說文‧歹部	&27.6BAA;
9367	《說文》：“殠，腐气也。从歺，臭聲。”	說文‧歹部	&27.6BA0;
30708	《說文》：“㱯，殺羊出其胎也。从歺，豈聲。”	說文‧歹部	&27.E37F;
24572	《說文》：“㗗，別也。从冎，卑聲。”	說文‧冎部	&27.E385;
2771	《說文》：“腎，水藏也。从肉，臤聲。”	說文‧肉部	&27.814E;
3621	《說文》：“膏，肥也。从肉，高聲。”	說文‧肉部	&27.818F;
3620	《說文》：“膀，脅也。从肉，㫄聲。髈，膀或从骨。”	說文‧肉部	&27.8180;
1428	《說文》：“胤，子孫相承續也。从肉，从八，象其長也；从幺，象重累也。𦞩，古文胤。”	說文‧肉部	&27.80E4;
1428	《說文》：“胤，子孫相承續也。从肉，从八，象其長也；从幺，象重累也。𦞩，古文胤。”	說文‧肉部	&27.80E4;
9555	《說文》：“膌，瘦也。从肉，脊聲。㾊，古文膌从疒、从朿，朿亦聲。”	說文‧肉部	&27.818C;
9554	《說文》：“膍，牛百葉也。从肉，𣬉聲。一曰鳥膍胵。肶，膍或从比。”	說文‧肉部	&27.818D;
9556	《說文》：“膫，牛腸脂也。从肉，尞聲。《詩》曰：‘取其血膫。’膋，膫或从勞省聲。”	說文‧肉部	&27.81AB;
35252	《說文》：“膎，脯也。从肉，奚聲。”	說文‧肉部	&27.E3A1;
3623	《說文》：“膊，薄脯，膊之屋上。从肉，尃聲。”	說文‧肉部	&27.818A;
35236	《說文》：“䐣，切孰肉內於血中和也。从肉，員聲。讀若遜。”	說文‧肉部	&27.E3A8;
35235	《說文》：“䐝，觷也。从肉，𧴪聲。”	說文‧肉部	&27.E3A9;
35274	《說文》：“䐞，肉表革裏也。从肉，弱聲。”	說文‧肉部	&27.E3AA;
35271	《說文》：“𦞦，肉羹也。从肉，隺聲。”	說文‧肉部	&27.E3AB;
2775	《說文》：“腌，漬肉也。从肉，奄聲。”	說文‧肉部	&27.814C;
